,close,high,low,open,symbol,volume,id,key,subkey,updated,changeOverTime,marketChangeOverTime,uOpen,uClose,uHigh,uLow,uVolume,fOpen,fClose,fHigh,fLow,fVolume,date,change,changePercent
2018-02-26,277.9,278.01,275.26,275.93,SPY,86491406,HISTORICAL_PRICES,SPY,,1648509489000,0.9622934613755117,0.9622934613755117,275.93,277.9,278.01,275.26,86491406,256.6542,258.4866,258.5889,256.031,86491406,"Feb 26, 18",3.1899999999999977,0.0116
2018-02-27,274.43,278.92,274.36,278.11,SPY,99099165,HISTORICAL_PRICES,SPY,,1648509787000,0.9377912724191498,0.9377912724191498,278.11,274.43,278.92,274.36,99099165,258.6819,255.259,259.4353,255.1939,99099165,"Feb 27, 18",-3.4699999999999704,-0.0125
2018-02-28,271.65,276.19,271.29,275.68,SPY,121907767,HISTORICAL_PRICES,SPY,,1648509377000,0.9181612766558394,0.9181612766558394,275.68,271.65,276.19,271.29,121907767,256.4217,252.6732,256.896,252.3383,121907767,"Feb 28, 18",-2.7800000000000296,-0.0101
2018-03-01,267.7,273.17,266,271.41,SPY,176855077,HISTORICAL_PRICES,SPY,,1648509377000,0.8902697359130065,0.8902697359130065,271.41,267.7,273.17,266,176855077,252.45,248.9991,254.087,247.4179,176855077,"Mar 1, 18",-3.9499999999999886,-0.0145
2018-03-02,269.08,269.72,264.82,265.8,SPY,139083217,HISTORICAL_PRICES,SPY,,1648509693000,0.9000141222991102,0.9000141222991102,265.8,269.08,269.72,264.82,139083217,247.2319,250.2827,250.878,246.3203,139083217,"Mar 2, 18",1.3799999999999955,0.0052
2018-03-05,272.19,272.89,267.61,267.73,SPY,97307387,HISTORICAL_PRICES,SPY,,1648509538000,0.9219742974156192,0.9219742974156192,267.73,272.19,272.89,267.61,97307387,249.027,253.1755,253.8266,248.9154,97307387,"Mar 5, 18",3.1100000000000136,0.0116
2018-03-06,272.88,273.39,271.18,273.3,SPY,79213163,HISTORICAL_PRICES,SPY,,1648509396000,0.926846490608671,0.926846490608671,273.3,272.88,273.39,271.18,79213163,254.2079,253.8173,254.2916,252.236,79213163,"Mar 6, 18",0.6899999999999977,0.0025
2018-03-07,272.78,273.18,270.2,270.42,SPY,87063502,HISTORICAL_PRICES,SPY,,1648509648000,0.9261403756531561,0.9261403756531561,270.42,272.78,273.18,270.2,87063502,251.5291,253.7242,254.0963,251.3245,87063502,"Mar 7, 18",-0.10000000000002274,-0.0004
2018-03-08,274.1,274.24,272.42,273.55,SPY,66901150,HISTORICAL_PRICES,SPY,,1648509648000,0.9354610930659513,0.9354610930659513,273.55,274.1,274.24,272.42,66901150,254.4405,254.952,255.0823,253.3894,66901150,"Mar 8, 18",1.32000000000005,0.0048
2018-03-09,278.87,278.87,275.34,275.7,SPY,113625335,HISTORICAL_PRICES,SPY,,1648509729000,0.969142776444005,0.969142776444005,275.7,278.87,278.87,275.34,113625335,256.4403,259.3888,259.3888,256.1054,113625335,"Mar 9, 18",4.769999999999982,0.0174
2018-03-12,278.52,279.91,278.0801,279.2,SPY,71924793,HISTORICAL_PRICES,SPY,,1648509788000,0.9666713740997033,0.9666713740997033,279.2,278.52,279.91,278.0801,71924793,259.6958,259.0633,260.3562,258.6541,71924793,"Mar 12, 18",-0.35000000000002274,-0.0013
2018-03-13,276.72,280.41,276.03,279.84,SPY,91968937,HISTORICAL_PRICES,SPY,,1648509766000,0.953961304900438,0.953961304900438,279.84,276.72,280.41,276.03,91968937,260.2911,257.389,260.8212,256.7472,91968937,"Mar 13, 18",-1.7999999999999545,-0.0065
2018-03-14,275.3,278.02,274.67,277.81,SPY,105895079,HISTORICAL_PRICES,SPY,,1648509396000,0.9439344725321283,0.9439344725321283,277.81,275.3,278.02,274.67,105895079,258.4029,256.0682,258.5982,255.4822,105895079,"Mar 14, 18",-1.420000000000016,-0.0051
2018-03-15,275,276.61,274.43,275.88,SPY,83433038,HISTORICAL_PRICES,SPY,,1648509538000,0.9418161276655839,0.9418161276655839,275.88,275,276.61,274.43,83433038,256.6077,255.7892,257.2867,255.259,83433038,"Mar 15, 18",-0.30000000000001137,-0.0011
2018-03-16,274.2,275.39,274.14,274.5,SPY,100343673,HISTORICAL_PRICES,SPY,,1648509538000,0.9361672080214658,0.9361672080214658,274.5,274.2,275.39,274.14,100343673,256.3465,256.0663,257.1776,256.0103,100343673,"Mar 16, 18",-0.8000000000000114,-0.0029
2018-03-19,270.49,274.3957,268.62,273.35,SPY,109208442,HISTORICAL_PRICES,SPY,,1648509598000,0.9099703431718684,0.9099703431718684,273.35,270.49,274.3957,268.62,109208442,255.2725,252.6017,256.2491,250.8553,109208442,"Mar 19, 18",-3.7099999999999795,-0.0135
2018-03-20,270.95,271.67,270.18,270.94,SPY,59757271,HISTORICAL_PRICES,SPY,,1648509396000,0.9132184719672362,0.9132184719672362,270.94,270.95,271.67,270.18,59757271,253.0219,253.0313,253.7036,252.3122,59757271,"Mar 20, 18",0.45999999999997954,0.0017
2018-03-21,270.43,273.27,270.19,270.9,SPY,78709578,HISTORICAL_PRICES,SPY,,1648509598000,0.9095466741985595,0.9095466741985595,270.9,270.43,273.27,270.19,78709578,252.9846,252.5456,255.1978,252.3215,78709578,"Mar 21, 18",-0.5199999999999818,-0.0019
2018-03-22,263.67,268.87,263.36,267.91,SPY,148785916,HISTORICAL_PRICES,SPY,,1648509712000,0.861813303205762,0.861813303205762,267.91,263.67,268.87,263.36,148785916,250.1923,246.2327,251.0888,245.9432,148785916,"Mar 22, 18",-6.759999999999991,-0.025
2018-03-23,258.05,265.02,257.83,264.17,SPY,183534751,HISTORICAL_PRICES,SPY,,1648509489000,0.8221296427058326,0.8221296427058326,264.17,258.05,265.02,257.83,183534751,246.6996,240.9844,247.4934,240.7789,183534751,"Mar 23, 18",-5.6200000000000045,-0.0213
2018-03-26,265.11,265.43,259.41,262.13,SPY,141956102,HISTORICAL_PRICES,SPY,,1648509489000,0.8719813585651744,0.8719813585651744,262.13,265.11,265.43,259.41,141956102,244.7945,247.5775,247.8763,242.2544,141956102,"Mar 26, 18",7.060000000000002,0.0274
2018-03-27,260.6,266.77,258.84,266.17,SPY,129941445,HISTORICAL_PRICES,SPY,,1648509788000,0.8401355740714589,0.8401355740714589,266.17,260.6,266.77,258.84,129941445,248.5674,243.3657,249.1277,241.7221,129941445,"Mar 27, 18",-4.509999999999991,-0.017
2018-03-28,259.83,262.64,258.58,260.75,SPY,146452306,HISTORICAL_PRICES,SPY,,1648509489000,0.834698488913995,0.834698488913995,260.75,259.83,262.64,258.58,146452306,243.5058,242.6467,245.2708,241.4793,146452306,"Mar 28, 18",-0.7700000000000387,-0.003
2018-03-29,263.15,265.26,259.8389,261.12,SPY,124244790,HISTORICAL_PRICES,SPY,,1648509418000,0.8581415054370849,0.8581415054370849,261.12,263.15,265.26,259.8389,124244790,243.8513,245.7471,247.7175,242.655,124244790,"Mar 29, 18",3.319999999999993,0.0128
2018-04-02,257.47,263.13,254.67,262.55,SPY,186286343,HISTORICAL_PRICES,SPY,,1648509377000,0.8180341759638471,0.8180341759638471,262.55,257.47,263.13,254.67,186286343,245.1868,240.4427,245.7284,237.8279,186286343,"Apr 2, 18",-5.67999999999995,-0.0216
2018-04-03,260.77,261.31,256.84,258.87,SPY,119956861,HISTORICAL_PRICES,SPY,,1648509788000,0.8413359694958338,0.8413359694958338,258.87,260.77,261.31,256.84,119956861,241.7501,243.5245,244.0288,239.8544,119956861,"Apr 3, 18",3.2999999999999545,0.0128
2018-04-04,263.56,264.355,256.6,256.75,SPY,123715339,HISTORICAL_PRICES,SPY,,1648509526000,0.8610365767546956,0.8610365767546956,256.75,263.56,264.355,256.6,123715339,239.7703,246.13,246.8724,239.6303,123715339,"Apr 4, 18",2.7900000000000205,0.0107
2018-04-05,265.64,266.64,264.32,265.55,SPY,82652618,HISTORICAL_PRICES,SPY,,1648509418000,0.8757237678294024,0.8757237678294024,265.55,265.64,266.64,264.32,82652618,247.9884,248.0724,249.0063,246.8397,82652618,"Apr 5, 18",2.079999999999984,0.0079
2018-04-06,259.72,265.11,258,263.42,SPY,179521209,HISTORICAL_PRICES,SPY,,1648509418000,0.8339217624629292,0.8339217624629292,263.42,259.72,265.11,258,179521209,245.9992,242.5439,247.5775,240.9377,179521209,"Apr 6, 18",-5.919999999999959,-0.0223
2018-04-09,261,264.84,259.9356,261.37,SPY,105442932,HISTORICAL_PRICES,SPY,,1648509378000,0.8429600338935178,0.8429600338935178,261.37,261,264.84,259.9356,105442932,244.0848,243.7393,247.3253,242.7453,105442932,"Apr 9, 18",1.2799999999999727,0.0049
2018-04-10,265.15,266.04,262.98,264.27,SPY,105573736,HISTORICAL_PRICES,SPY,,1648509396000,0.8722638045473801,0.8722638045473801,264.27,265.15,266.04,262.98,105573736,246.793,247.6148,248.446,245.5883,105573736,"Apr 10, 18",4.149999999999977,0.0159
2018-04-11,263.76,265.64,263.39,263.47,SPY,91140243,HISTORICAL_PRICES,SPY,,1648509396000,0.8624488066657251,0.8624488066657251,263.47,263.76,265.64,263.39,91140243,246.0459,246.3167,248.0724,245.9712,91140243,"Apr 11, 18",-1.3899999999999864,-0.0052
2018-04-12,265.93,267,265.06,265.26,SPY,68890480,HISTORICAL_PRICES,SPY,,1648509712000,0.8777715012003954,0.8777715012003954,265.26,265.93,267,265.06,68890480,247.7175,248.3432,249.3425,247.5308,68890480,"Apr 12, 18",2.170000000000016,0.0082
2018-04-13,265.15,267.54,264.01,267.41,SPY,85079176,HISTORICAL_PRICES,SPY,,1648509712000,0.8722638045473801,0.8722638045473801,267.41,265.15,267.54,264.01,85079176,249.7254,247.6148,249.8468,246.5502,85079176,"Apr 13, 18",-0.7800000000000296,-0.0029
2018-04-16,267.33,268.2,266.07,267,SPY,63405287,HISTORICAL_PRICES,SPY,,1648509418000,0.8876571105776019,0.8876571105776019,267,267.33,268.2,266.07,63405287,249.3425,249.6507,250.4631,248.474,63405287,"Apr 16, 18",2.180000000000007,0.0082
2018-04-17,270.19,270.87,268.75,269.33,SPY,64682036,HISTORICAL_PRICES,SPY,,1648509712000,0.907851998305324,0.907851998305324,269.33,270.19,270.87,268.75,64682036,251.5184,252.3215,252.9565,250.9767,64682036,"Apr 17, 18",2.8600000000000136,0.0107
2018-04-18,270.39,271.3,269.87,270.69,SPY,57303857,HISTORICAL_PRICES,SPY,,1648509538000,0.9092642282163534,0.9092642282163534,270.69,270.39,271.3,269.87,57303857,252.7884,252.5083,253.3581,252.0227,57303857,"Apr 18, 18",0.19999999999998863,0.0007
2018-04-19,268.89,269.88,267.72,269.65,SPY,77655909,HISTORICAL_PRICES,SPY,,1648509396000,0.8986725038836321,0.8986725038836321,269.65,268.89,269.88,267.72,77655909,251.8172,251.1075,252.032,250.0149,77655909,"Apr 19, 18",-1.5,-0.0055
2018-04-20,266.61,269.06,265.61,268.81,SPY,99953133,HISTORICAL_PRICES,SPY,,1648509489000,0.8825730828978958,0.8825730828978958,268.81,266.61,269.06,265.61,99953133,251.0328,248.9783,251.2662,248.0444,99953133,"Apr 20, 18",-2.2799999999999727,-0.0085
2018-04-23,266.57,267.89,265.35,267.26,SPY,65557954,HISTORICAL_PRICES,SPY,,1648509766000,0.8822906369156898,0.8822906369156898,267.26,266.57,267.89,265.35,65557954,249.5853,248.9409,250.1736,247.8016,65557954,"Apr 23, 18",-0.040000000000020464,-0.0002
2018-04-24,262.98,267.9762,261.28,267.73,SPY,112885452,HISTORICAL_PRICES,SPY,,1648509396000,0.8569411100127101,0.8569411100127101,267.73,262.98,267.9762,261.28,112885452,250.0242,245.5883,250.2541,244.0008,112885452,"Apr 24, 18",-3.589999999999975,-0.0135
2018-04-25,263.63,264.13,260.85,262.91,SPY,103840948,HISTORICAL_PRICES,SPY,,1648509396000,0.8615308572235559,0.8615308572235559,262.91,263.63,264.13,260.85,103840948,245.523,246.1953,246.6623,243.5992,103840948,"Apr 25, 18",0.6499999999999773,0.0025
2018-04-26,266.31,267.2452,264.29,264.79,SPY,67731942,HISTORICAL_PRICES,SPY,,1648509628000,0.8804547380313514,0.8804547380313514,264.79,266.31,267.2452,264.29,67731942,247.2786,248.6981,249.5715,246.8117,67731942,"Apr 26, 18",2.680000000000007,0.0102
2018-04-27,266.56,267.34,265.5,267,SPY,57053647,HISTORICAL_PRICES,SPY,,1648509598000,0.8822200254201383,0.8822200254201383,267,266.56,267.34,265.5,57053647,249.3425,248.9316,249.66,247.9417,57053647,"Apr 27, 18",0.25,0.0009
2018-04-30,264.51,267.89,264.43,267.26,SPY,82182324,HISTORICAL_PRICES,SPY,,1648509598000,0.8677446688320858,0.8677446688320858,267.26,264.51,267.89,264.43,82182324,249.5853,247.0171,250.1736,246.9424,82182324,"Apr 30, 18",-2.0500000000000114,-0.0077
2018-05-01,264.98,265.1,262.11,263.87,SPY,74203365,HISTORICAL_PRICES,SPY,,1648509446000,0.8710634091230053,0.8710634091230053,263.87,264.98,265.1,262.11,74203365,246.4195,247.4561,247.5681,244.7759,74203365,"May 1, 18",0.4700000000000273,0.0018
2018-05-02,263.2,265.68,262.76,264.76,SPY,86368943,HISTORICAL_PRICES,SPY,,1648509446000,0.8584945629148424,0.8584945629148424,264.76,263.2,265.68,262.76,86368943,247.2506,245.7938,248.1098,245.3829,86368943,"May 2, 18",-1.7800000000000296,-0.0067
2018-05-03,262.62,263.36,259.05,262.26,SPY,136311479,HISTORICAL_PRICES,SPY,,1648509788000,0.8543990961728569,0.8543990961728569,262.26,262.62,263.36,259.05,136311479,244.9159,245.2521,245.9432,241.9182,136311479,"May 3, 18",-0.5799999999999841,-0.0022
2018-05-04,266.02,266.7892,261.15,261.52,SPY,91222075,HISTORICAL_PRICES,SPY,,1648509598000,0.8784070046603585,0.8784070046603585,261.52,266.02,266.7892,261.15,91222075,244.2249,248.4273,249.1456,243.8794,91222075,"May 4, 18",3.3999999999999773,0.0129
2018-05-07,266.92,268.02,266.11,266.89,SPY,55304907,HISTORICAL_PRICES,SPY,,1648509418000,0.8847620392599915,0.8847620392599915,266.89,266.92,268.02,266.11,55304907,249.2398,249.2678,250.295,248.5113,55304907,"May 7, 18",0.9000000000000341,0.0034
2018-05-08,266.92,267.325,265.15,266.5,SPY,67499247,HISTORICAL_PRICES,SPY,,1648509538000,0.8847620392599915,0.8847620392599915,266.5,266.92,267.325,265.15,67499247,248.8755,249.2678,249.646,247.6148,67499247,"May 8, 18",0,0
2018-05-09,269.5,269.865,267.09,267.68,SPY,59666143,HISTORICAL_PRICES,SPY,,1648509527000,0.9029798051122723,0.9029798051122723,267.68,269.5,269.865,267.09,59666143,249.9775,251.6771,252.018,249.4265,59666143,"May 9, 18",2.579999999999984,0.0097
2018-05-10,272.02,272.39,270.22,270.34,SPY,72063931,HISTORICAL_PRICES,SPY,,1648509766000,0.920773901991244,0.920773901991244,270.34,272.02,272.39,270.22,72063931,252.4616,254.0305,254.376,252.3495,72063931,"May 10, 18",2.519999999999982,0.0094
2018-05-11,272.85,273.15,271.58,272.16,SPY,59871511,HISTORICAL_PRICES,SPY,,1648509396000,0.9266346561220168,0.9266346561220168,272.16,272.85,273.15,271.58,59871511,254.1612,254.8056,255.0858,253.6196,59871511,"May 11, 18",0.8300000000000409,0.0031
2018-05-14,272.98,274.08,272.36,273.34,SPY,54790606,HISTORICAL_PRICES,SPY,,1648509538000,0.927552605564186,0.927552605564186,273.34,272.98,274.08,272.36,54790606,255.2632,254.927,255.9543,254.348,54790606,"May 14, 18",0.12999999999999545,0.0005
2018-05-15,271.1,271.61,270.03,271.59,SPY,87036136,HISTORICAL_PRICES,SPY,,1648509788000,0.9142776444005085,0.9142776444005085,271.59,271.1,271.61,270.03,87036136,253.6289,253.1713,253.6476,252.1721,87036136,"May 15, 18",-1.8799999999999955,-0.0069
2018-05-16,272.24,272.76,271.11,271.14,SPY,53942631,HISTORICAL_PRICES,SPY,,1648509648000,0.9223273548933767,0.9223273548933767,271.14,272.24,272.76,271.11,53942631,253.2087,254.2359,254.7216,253.1807,53942631,"May 16, 18",1.1399999999999864,0.0042
2018-05-17,272.01,273.23,271.13,271.94,SPY,56536400,HISTORICAL_PRICES,SPY,,1648509693000,0.9207032904956926,0.9207032904956926,271.94,272.01,273.23,271.13,56536400,253.9558,254.0212,255.1605,253.1993,56536400,"May 17, 18",-0.2300000000000182,-0.0008
2018-05-18,271.33,272.03,270.93,271.62,SPY,64367959,HISTORICAL_PRICES,SPY,,1648509538000,0.9159017087981922,0.9159017087981922,271.62,271.33,272.03,270.93,64367959,253.6569,253.3861,254.0398,253.0126,64367959,"May 18, 18",-0.6800000000000068,-0.0025
2018-05-21,273.37,273.98,271.3512,273.01,SPY,58025875,HISTORICAL_PRICES,SPY,,1648509418000,0.9303064538906933,0.9303064538906933,273.01,273.37,273.98,271.3512,58025875,254.955,255.2912,255.8609,253.4059,58025875,"May 21, 18",2.0400000000000205,0.0075
2018-05-22,272.61,274.25,272.24,273.96,SPY,52966358,HISTORICAL_PRICES,SPY,,1648509489000,0.9249399802287813,0.9249399802287813,273.96,272.61,274.25,272.24,52966358,255.8422,254.5815,256.113,254.2359,52966358,"May 22, 18",-0.7599999999999909,-0.0028
2018-05-23,273.36,273.39,270.99,271.17,SPY,64694184,HISTORICAL_PRICES,SPY,,1648509446000,0.930235842395142,0.930235842395142,271.17,273.36,273.39,270.99,64694184,253.2367,255.2819,255.3099,253.0686,64694184,"May 23, 18",0.75,0.0028
2018-05-24,272.8,273.22,270.78,272.91,SPY,76043827,HISTORICAL_PRICES,SPY,,1648509598000,0.9262815986442593,0.9262815986442593,272.91,272.8,273.22,270.78,76043827,254.8616,254.7589,255.1511,252.8725,76043827,"May 24, 18",-0.5600000000000023,-0.002
2018-05-25,272.15,272.86,271.58,272.15,SPY,56374755,HISTORICAL_PRICES,SPY,,1648509378000,0.9216918514334131,0.9216918514334131,272.15,272.15,272.86,271.58,56374755,254.1519,254.1519,254.8149,253.6196,56374755,"May 25, 18",-0.6500000000000341,-0.0024
2018-05-29,269.02,271.17,267.76,270.31,SPY,115908607,HISTORICAL_PRICES,SPY,,1648509378000,0.8995904533258012,0.8995904533258012,270.31,269.02,271.17,267.76,115908607,252.4336,251.2289,253.2367,250.0522,115908607,"May 29, 18",-3.1299999999999955,-0.0115
2018-05-30,272.61,273.11,270.42,270.5,SPY,69678449,HISTORICAL_PRICES,SPY,,1648509396000,0.9249399802287813,0.9249399802287813,270.5,272.61,273.11,270.42,69678449,252.611,254.5815,255.0484,252.5363,69678449,"May 30, 18",3.590000000000032,0.0133
2018-05-31,270.94,272.49,270.255,272.15,SPY,93519941,HISTORICAL_PRICES,SPY,,1648509693000,0.9131478604716847,0.9131478604716847,272.15,270.94,272.49,270.255,93519941,254.1519,253.0219,254.4694,252.3822,93519941,"May 31, 18",-1.670000000000016,-0.0061
2018-06-01,273.6,273.94,272.33,272.41,SPY,71258411,HISTORICAL_PRICES,SPY,,1648509693000,0.9319305182883775,0.9319305182883775,272.41,273.6,273.94,272.33,71258411,254.3947,255.506,255.8235,254.32,71258411,"Jun 1, 18",2.660000000000025,0.0098
2018-06-04,274.9,275.185,274.26,274.53,SPY,45385166,HISTORICAL_PRICES,SPY,,1648509378000,0.941110012710069,0.941110012710069,274.53,274.9,275.185,274.26,45385166,256.3745,256.72,256.9862,256.1224,45385166,"Jun 4, 18",1.2999999999999545,0.0048
2018-06-05,275.1,275.53,274.18,275.05,SPY,51135038,HISTORICAL_PRICES,SPY,,1648509556000,0.9425222426210988,0.9425222426210988,275.05,275.1,275.53,274.18,51135038,256.8601,256.9068,257.3084,256.0476,51135038,"Jun 5, 18",0.20000000000004547,0.0007
2018-06-06,277.4,277.52,275.09,275.79,SPY,62732215,HISTORICAL_PRICES,SPY,,1648509788000,0.958762886597938,0.958762886597938,275.79,277.4,277.52,275.09,62732215,257.5512,259.0547,259.1668,256.8975,62732215,"Jun 6, 18",2.2999999999999545,0.0084
2018-06-07,277.37,278.28,276.34,277.95,SPY,72969402,HISTORICAL_PRICES,SPY,,1648509527000,0.9585510521112837,0.9585510521112837,277.95,277.37,278.28,276.34,72969402,259.5683,259.0267,259.8765,258.0648,72969402,"Jun 7, 18",-0.029999999999972715,-0.0001
2018-06-08,278.19,278.25,276.66,276.85,SPY,72139719,HISTORICAL_PRICES,SPY,,1648509598000,0.9643411947465047,0.9643411947465047,276.85,278.19,278.25,276.66,72139719,258.5411,259.7924,259.8485,258.3636,72139719,"Jun 8, 18",0.8199999999999932,0.003
2018-06-11,278.56,279.37,278.31,278.44,SPY,58892515,HISTORICAL_PRICES,SPY,,1648509527000,0.9669538200819093,0.9669538200819093,278.44,278.56,279.37,278.31,58892515,260.0259,260.138,260.8944,259.9045,58892515,"Jun 11, 18",0.37000000000000455,0.0013
2018-06-12,278.92,279.33,278.19,279.03,SPY,72329028,HISTORICAL_PRICES,SPY,,1648509628000,0.9694958339217625,0.9694958339217625,279.03,278.92,279.33,278.19,72329028,260.5769,260.4742,260.8571,259.7924,72329028,"Jun 12, 18",0.36000000000001364,0.0013
2018-06-13,278.03,279.48,277.8,279.19,SPY,79070610,HISTORICAL_PRICES,SPY,,1648509788000,0.9632114108176809,0.9632114108176809,279.19,278.03,279.48,277.8,79070610,260.7263,259.643,260.9971,259.4282,79070610,"Jun 13, 18",-0.8900000000000432,-0.0032
2018-06-14,278.73,279.33,278.0599,279.01,SPY,77097620,HISTORICAL_PRICES,SPY,,1648509788000,0.9681542155062844,0.9681542155062844,279.01,278.73,279.33,278.0599,77097620,260.5582,260.2967,260.8571,259.671,77097620,"Jun 14, 18",0.7000000000000455,0.0025
2018-06-15,277.13,277.51,275.35,276.6,SPY,120041562,HISTORICAL_PRICES,SPY,,1648509489000,0.9568563762180482,0.9568563762180482,276.6,277.13,277.51,275.35,120041562,259.4671,259.9643,260.3207,258.2945,120041562,"Jun 15, 18",-1.6000000000000227,-0.0057
2018-06-18,276.56,276.7,274.95,275.49,SPY,52917581,HISTORICAL_PRICES,SPY,,1648509418000,0.9528315209716142,0.9528315209716142,275.49,276.56,276.7,274.95,52917581,258.4258,259.4296,259.5609,257.9193,52917581,"Jun 18, 18",-0.5699999999999932,-0.0021
2018-06-19,275.5,275.75,273.53,274,SPY,97531510,HISTORICAL_PRICES,SPY,,1648509729000,0.9453467024431577,0.9453467024431577,274,275.5,275.75,273.53,97531510,257.0281,258.4352,258.6697,256.5872,97531510,"Jun 19, 18",-1.0600000000000023,-0.0038
2018-06-20,275.97,276.72,275.59,276.27,SPY,53785486,HISTORICAL_PRICES,SPY,,1648509490000,0.9486654427340773,0.9486654427340773,276.27,275.97,276.72,275.59,53785486,259.1575,258.8761,259.5797,258.5196,53785486,"Jun 20, 18",0.4700000000000273,0.0017
2018-06-21,274.24,275.98,273.68,275.96,SPY,71061404,HISTORICAL_PRICES,SPY,,1648509731000,0.9364496540036717,0.9364496540036717,275.96,274.24,275.98,273.68,71061404,258.8667,257.2533,258.8855,256.728,71061404,"Jun 21, 18",-1.7300000000000182,-0.0063
2018-06-22,274.74,275.785,274.49,275.66,SPY,56612003,HISTORICAL_PRICES,SPY,,1648509527000,0.9399802287812455,0.9399802287812455,275.66,274.74,275.785,274.49,56612003,258.5853,257.7223,258.7026,257.4878,56612003,"Jun 22, 18",0.5,0.0018
2018-06-25,271,273.6162,269.1,273.44,SPY,137854162,HISTORICAL_PRICES,SPY,,1648509712000,0.9135715294449935,0.9135715294449935,273.44,271,273.6162,269.1,137854162,256.5028,254.214,256.6681,252.4316,137854162,"Jun 25, 18",-3.740000000000009,-0.0136
2018-06-26,271.6,272.56,270.79,271.64,SPY,68683211,HISTORICAL_PRICES,SPY,,1648509731000,0.9178082191780823,0.9178082191780823,271.64,271.6,272.56,270.79,68683211,254.8143,254.7768,255.6773,254.017,68683211,"Jun 26, 18",0.6000000000000227,0.0022
2018-06-27,269.35,273.865,269.18,272.26,SPY,105110674,HISTORICAL_PRICES,SPY,,1648509396000,0.9019206326790002,0.9019206326790002,272.26,269.35,273.865,269.18,105110674,255.3959,252.6662,256.9015,252.5067,105110674,"Jun 27, 18",-2.25,-0.0083
2018-06-28,270.89,271.75,268.49,269.29,SPY,76650517,HISTORICAL_PRICES,SPY,,1648509419000,0.9127948029939272,0.9127948029939272,269.29,270.89,271.75,268.49,76650517,252.6099,254.1108,254.9175,251.8594,76650517,"Jun 28, 18",1.5399999999999636,0.0057
2018-06-29,271.28,273.66,271.1495,272.12,SPY,97592499,HISTORICAL_PRICES,SPY,,1648509598000,0.9155486513204347,0.9155486513204347,272.12,271.28,273.66,271.1495,97592499,255.2646,254.4766,256.7092,254.3542,97592499,"Jun 29, 18",0.38999999999998636,0.0014
2018-07-02,271.86,272.04,269.24,269.51,SPY,63554774,HISTORICAL_PRICES,SPY,,1648509693000,0.9196441180624206,0.9196441180624206,269.51,271.86,272.04,269.24,63554774,252.8162,255.0207,255.1895,252.563,63554774,"Jul 2, 18",0.5800000000000409,0.0021
2018-07-03,270.9,272.98,270.42,272.87,SPY,42187071,HISTORICAL_PRICES,SPY,,1648509378000,0.9128654144894787,0.9128654144894787,272.87,270.9,272.98,270.42,42187071,255.9681,254.1202,256.0713,253.6699,42187071,"Jul 3, 18",-0.9600000000000364,-0.0035
2018-07-05,273.11,273.18,270.96,272.17,SPY,56925919,HISTORICAL_PRICES,SPY,,1648509598000,0.9284705550063551,0.9284705550063551,272.17,273.11,273.18,270.96,56925919,255.3115,256.1933,256.2589,254.1764,56925919,"Jul 5, 18",2.2100000000000364,0.0082
2018-07-06,275.42,275.84,272.715,273.14,SPY,66493696,HISTORICAL_PRICES,SPY,,1648509767000,0.944781810478746,0.944781810478746,273.14,275.42,275.84,272.715,66493696,256.2214,258.3602,258.7542,255.8227,66493696,"Jul 6, 18",2.3100000000000023,0.0085
2018-07-09,277.9,277.96,276.5,276.55,SPY,50550399,HISTORICAL_PRICES,SPY,,1648509598000,0.9622934613755117,0.9622934613755117,276.55,277.9,277.96,276.5,50550399,259.4202,260.6866,260.7428,259.3733,50550399,"Jul 9, 18",2.4799999999999613,0.009
2018-07-10,278.9,279.01,278.08,278.41,SPY,51966829,HISTORICAL_PRICES,SPY,,1648509767000,0.9693546109306593,0.9693546109306593,278.41,278.9,279.01,278.08,51966829,261.165,261.6246,261.7278,260.8554,51966829,"Jul 10, 18",1,0.0036
2018-07-11,276.86,278.04,276.52,277.15,SPY,77054739,HISTORICAL_PRICES,SPY,,1648509788000,0.9549498658381584,0.9549498658381584,277.15,276.86,278.04,276.52,77054739,259.983,259.711,260.8179,259.392,77054739,"Jul 11, 18",-2.0399999999999636,-0.0073
2018-07-12,279.37,279.43,277.6,278.28,SPY,60124687,HISTORICAL_PRICES,SPY,,1648509378000,0.9726733512215788,0.9726733512215788,278.28,279.37,279.43,277.6,60124687,261.043,262.0655,262.1218,260.4051,60124687,"Jul 12, 18",2.509999999999991,0.0091
2018-07-13,279.59,279.93,278.66,279.17,SPY,48234964,HISTORICAL_PRICES,SPY,,1648509767000,0.9742268041237111,0.9742268041237111,279.17,279.59,279.93,278.66,48234964,261.8779,262.2719,262.5908,261.3995,48234964,"Jul 13, 18",0.21999999999997044,0.0008
2018-07-16,279.34,279.803,278.84,279.64,SPY,48201038,HISTORICAL_PRICES,SPY,,1648509731000,0.9724615167349242,0.9724615167349242,279.64,279.34,279.803,278.84,48201038,262.3188,262.0374,262.4717,261.5683,48201038,"Jul 16, 18",-0.25,-0.0009
2018-07-17,280.47,280.91,278.41,278.47,SPY,52315500,HISTORICAL_PRICES,SPY,,1648509598000,0.9804406157322413,0.9804406157322413,278.47,280.47,280.91,278.41,52315500,261.2213,263.0974,263.5101,261.165,52315500,"Jul 17, 18",1.1300000000000523,0.004
