,close,high,low,open,symbol,volume,id,key,subkey,updated,changeOverTime,marketChangeOverTime,uOpen,uClose,uHigh,uLow,uVolume,fOpen,fClose,fHigh,fLow,fVolume,date,change,changePercent
2007-05-15,150.57,151.665,150.19,150.19,SPY,180954808,HISTORICAL_PRICES,SPY,,1648509398000,0.06319728851857075,0.06319728851857075,150.19,150.57,151.665,150.19,180954808,93.8039,94.0413,94.7252,93.8039,180954808,"May 15, 07",0.03999999999999204,0.0003
2007-05-16,151.6,151.63,150.38,150.72,SPY,114674127,HISTORICAL_PRICES,SPY,,1648509483000,0.07047027256037275,0.07047027256037275,150.72,151.6,151.63,150.38,114674127,94.135,94.6846,94.7033,93.9226,114674127,"May 16, 07",1.0300000000000011,0.0068
2007-05-17,151.3,151.96,151.11,151.44,SPY,101569226,HISTORICAL_PRICES,SPY,,1648509670000,0.0683519276938286,0.0683519276938286,151.44,151.3,151.96,151.11,101569226,94.5846,94.4972,94.9094,94.3785,101569226,"May 17, 07",-0.29999999999998295,-0.002
2007-05-18,152.62,152.62,151.81,151.79,SPY,99187841,HISTORICAL_PRICES,SPY,,1648509555000,0.07767264510662336,0.07767264510662336,151.79,152.62,152.62,151.81,99187841,94.8032,95.3216,95.3216,94.8157,99187841,"May 18, 07",1.3199999999999932,0.0087
2007-05-21,152.54,153.23,152.4993,152.64,SPY,174709147,HISTORICAL_PRICES,SPY,,1648509753000,0.07710775314221147,0.07710775314221147,152.64,152.54,153.23,152.4993,174709147,95.3341,95.2717,95.7026,95.2463,174709147,"May 21, 07",-0.0800000000000125,-0.0005
2007-05-22,152.42,153.16,152.38,152.75,SPY,82284087,HISTORICAL_PRICES,SPY,,1648509720000,0.07626041519559372,0.07626041519559372,152.75,152.42,153.16,152.38,82284087,95.4028,95.1967,95.6589,95.1717,82284087,"May 22, 07",-0.12000000000000455,-0.0008
2007-05-23,152.44,153.5,152.36,152.92,SPY,133961926,HISTORICAL_PRICES,SPY,,1648509720000,0.07640163818669675,0.07640163818669675,152.92,152.44,153.5,152.36,133961926,95.509,95.2092,95.8713,95.1592,133961926,"May 23, 07",0.020000000000010232,0.0001
2007-05-24,151.06,153.21,150.74,152.24,SPY,187777507,HISTORICAL_PRICES,SPY,,1648509398000,0.06665725180059312,0.06665725180059312,152.24,151.06,153.21,150.74,187777507,95.0843,94.3473,95.6901,94.1474,187777507,"May 24, 07",-1.3799999999999955,-0.0091
2007-05-25,151.69,152.02,151.18,151.58,SPY,83309621,HISTORICAL_PRICES,SPY,,1648509530000,0.07110577602033606,0.07110577602033606,151.58,151.69,152.02,151.18,83309621,94.6721,94.7408,94.9469,94.4223,83309621,"May 25, 07",0.6299999999999955,0.0042
2007-05-29,152.24,152.5,151.45,152.04,SPY,83961894,HISTORICAL_PRICES,SPY,,1648509672000,0.0749894082756673,0.0749894082756673,152.04,152.24,152.5,151.45,83961894,94.9594,95.0843,95.2467,94.5909,83961894,"May 29, 07",0.5500000000000114,0.0036
2007-05-30,153.48,153.54,151.34,151.52,SPY,131293868,HISTORICAL_PRICES,SPY,,1648509483000,0.08374523372405017,0.08374523372405017,151.52,153.48,153.54,151.34,131293868,94.6346,95.8588,95.8962,94.5222,131293868,"May 30, 07",1.2399999999999807,0.0081
2007-05-31,153.32,153.89,153.12,153.56,SPY,115780217,HISTORICAL_PRICES,SPY,,1648509780000,0.08261544979522659,0.08261544979522659,153.56,153.32,153.89,153.12,115780217,95.9087,95.7588,96.1148,95.6339,115780217,"May 31, 07",-0.1599999999999966,-0.001
2007-06-01,154.08,154.4,153.51,153.77,SPY,107816219,HISTORICAL_PRICES,SPY,,1648509583000,0.08798192345713887,0.08798192345713887,153.77,154.08,154.4,153.51,107816219,96.0399,96.2335,96.4334,95.8775,107816219,"Jun 1, 07",0.7600000000000193,0.005
2007-06-04,154.1,154.39,153.48,153.64,SPY,78077762,HISTORICAL_PRICES,SPY,,1648509530000,0.0881231464482417,0.0881231464482417,153.64,154.1,154.39,153.48,78077762,95.9587,96.246,96.4271,95.8588,78077762,"Jun 4, 07",0.01999999999998181,0.0001
2007-06-05,153.49,153.9,152.86,153.96,SPY,127966653,HISTORICAL_PRICES,SPY,,1648509555000,0.08381584521960178,0.08381584521960178,153.96,153.49,153.9,152.86,127966653,96.1586,95.865,96.1211,95.4715,127966653,"Jun 5, 07",-0.6099999999999852,-0.004
2007-06-06,151.84,152.95,151.75,152.77,SPY,164156415,HISTORICAL_PRICES,SPY,,1648509483000,0.07216494845360824,0.07216494845360824,152.77,151.84,152.95,151.75,164156415,95.4153,94.8345,95.5277,94.7783,164156415,"Jun 6, 07",-1.6500000000000057,-0.0107
2007-06-07,149.1,152.5,149.06,151.77,SPY,232536760,HISTORICAL_PRICES,SPY,,1648509753000,0.05281739867250381,0.05281739867250381,151.77,149.1,152.5,149.06,232536760,94.7908,93.1232,95.2467,93.0982,232536760,"Jun 7, 07",-2.740000000000009,-0.018
2007-06-08,151.04,151.19,149.09,148.72,SPY,176989611,HISTORICAL_PRICES,SPY,,1648509672000,0.06651602880949009,0.06651602880949009,148.72,151.04,151.19,149.09,176989611,92.8858,94.3348,94.4285,93.1169,176989611,"Jun 8, 07",1.9399999999999977,0.013
2007-06-11,151.3,151.95,150.7,150.85,SPY,102540269,HISTORICAL_PRICES,SPY,,1648509583000,0.0683519276938286,0.0683519276938286,150.85,151.3,151.95,150.7,102540269,94.2161,94.4972,94.9032,94.1225,102540269,"Jun 11, 07",0.2600000000000193,0.0017
2007-06-12,149.65,151.54,149.55,150.79,SPY,235777476,HISTORICAL_PRICES,SPY,,1648509720000,0.05670103092783506,0.05670103092783506,150.79,149.65,151.54,149.55,235777476,94.1787,93.4667,94.6471,93.4042,235777476,"Jun 12, 07",-1.6500000000000057,-0.0109
2007-06-13,151.89,152.07,149.722,150.04,SPY,193259036,HISTORICAL_PRICES,SPY,,1648509555000,0.0725180059313655,0.0725180059313655,150.04,151.89,152.07,149.722,193259036,93.7102,94.8657,94.9781,93.5116,193259036,"Jun 13, 07",2.2399999999999807,0.015
2007-06-14,152.86,153.12,152.03,152.27,SPY,146777231,HISTORICAL_PRICES,SPY,,1648509392000,0.07936732099985884,0.07936732099985884,152.27,152.86,153.12,152.03,146777231,95.103,95.4715,95.6339,94.9531,146777231,"Jun 14, 07",0.9700000000000273,0.0064
2007-06-15,153.07,153.66,152.93,152.44,SPY,154433068,HISTORICAL_PRICES,SPY,,1648509530000,0.08085016240643969,0.08085016240643969,152.44,153.07,153.66,152.93,154433068,95.2092,95.6027,95.9712,95.5153,154433068,"Jun 15, 07",0.20999999999997954,0.0014
2007-06-18,152.89,153.39,152.66,153.29,SPY,88637361,HISTORICAL_PRICES,SPY,,1648509720000,0.07957915548651308,0.07957915548651308,153.29,152.89,153.39,152.66,88637361,95.7401,95.4903,95.8026,95.3466,88637361,"Jun 18, 07",-0.18000000000000682,-0.0012
2007-06-19,153.27,153.38,152.36,152.72,SPY,111130055,HISTORICAL_PRICES,SPY,,1648509628000,0.08226239231746932,0.08226239231746932,152.72,153.27,153.38,152.36,111130055,95.3841,95.7276,95.7963,95.1592,111130055,"Jun 19, 07",0.3800000000000239,0.0025
2007-06-20,151.14,153.58,150.96,153.64,SPY,177247940,HISTORICAL_PRICES,SPY,,1648509614000,0.06722214376500481,0.06722214376500481,153.64,151.14,153.58,150.96,177247940,95.9587,94.3973,95.9212,94.2849,177247940,"Jun 20, 07",-2.130000000000024,-0.0139
2007-06-21,151.98,152.11,150.25,151.17,SPY,205276467,HISTORICAL_PRICES,SPY,,1648509445000,0.07315350939132881,0.07315350939132881,151.17,151.98,152.11,150.25,205276467,94.416,94.9219,95.0031,93.8414,205276467,"Jun 21, 07",0.8400000000000034,0.0056
2007-06-22,150.55,151.77,149.85,151.3,SPY,205158931,HISTORICAL_PRICES,SPY,,1648509720000,0.06305606552746791,0.06305606552746791,151.3,150.55,151.77,149.85,205158931,94.4972,94.0288,94.7908,93.5916,205158931,"Jun 22, 07",-1.4299999999999784,-0.0094
2007-06-25,149.83,151.25,149.02,150.42,SPY,232071665,HISTORICAL_PRICES,SPY,,1648509555000,0.05797203784776167,0.05797203784776167,150.42,149.83,151.25,149.02,232071665,93.9476,93.5791,94.466,93.0732,232071665,"Jun 25, 07",-0.7199999999999989,-0.0048
2007-06-26,148.29,150.46,148.28,150.23,SPY,198445634,HISTORICAL_PRICES,SPY,,1648509555000,0.04709786753283426,0.04709786753283426,150.23,148.29,150.46,148.28,198445634,93.8289,92.6173,93.9726,92.611,198445634,"Jun 26, 07",-1.5400000000000205,-0.0103
2007-06-27,150.4,150.57,148.06,148.25,SPY,213637766,HISTORICAL_PRICES,SPY,,1648509704000,0.06199689309419574,0.06199689309419574,148.25,150.4,150.57,148.06,213637766,92.5923,93.9351,94.0413,92.4736,213637766,"Jun 27, 07",2.1100000000000136,0.0142
2007-06-28,150.38,151.41,149.67,150.48,SPY,157704908,HISTORICAL_PRICES,SPY,,1648509583000,0.061855670103092716,0.061855670103092716,150.48,150.38,151.41,149.67,157704908,93.9851,93.9226,94.5659,93.4792,157704908,"Jun 28, 07",-0.020000000000010232,-0.0001
2007-06-29,150.43,151.65,149.15,150.15,SPY,199701731,HISTORICAL_PRICES,SPY,,1648509530000,0.06220872758085018,0.06220872758085018,150.15,150.43,151.65,149.15,199701731,93.779,93.9538,94.7158,93.1544,199701731,"Jun 29, 07",0.05000000000001137,0.0003
2007-07-02,151.79,151.92,150.77,150.45,SPY,103357331,HISTORICAL_PRICES,SPY,,1648509445000,0.07181189097585078,0.07181189097585078,150.45,151.79,151.92,150.77,103357331,93.9663,94.8032,94.8844,94.1662,103357331,"Jul 2, 07",1.3599999999999852,0.009
2007-07-03,152.34,152.5,151.99,152.24,SPY,54048392,HISTORICAL_PRICES,SPY,,1648509392000,0.07569552323118203,0.07569552323118203,152.24,152.34,152.5,151.99,54048392,95.0843,95.1468,95.2467,94.9282,54048392,"Jul 3, 07",0.5500000000000114,0.0036
2007-07-05,152.18,152.56,151.63,152.68,SPY,89278638,HISTORICAL_PRICES,SPY,,1648509398000,0.07456573930235844,0.07456573930235844,152.68,152.18,152.56,151.63,89278638,95.3591,95.0468,95.2842,94.7033,89278638,"Jul 5, 07",-0.1599999999999966,-0.0011
2007-07-06,152.98,153.17,151.93,152.41,SPY,81108856,HISTORICAL_PRICES,SPY,,1648509392000,0.08021465894647638,0.08021465894647638,152.41,152.98,153.17,151.93,81108856,95.1905,95.5465,95.6651,94.8907,81108856,"Jul 6, 07",0.799999999999983,0.0053
2007-07-09,153,153.36,152.62,153.19,SPY,72348059,HISTORICAL_PRICES,SPY,,1648509483000,0.08035588193757941,0.08035588193757941,153.19,153,153.36,152.62,72348059,95.6776,95.559,95.7838,95.3216,72348059,"Jul 9, 07",0.020000000000010232,0.0001
2007-07-10,150.92,152.61,150.77,152.61,SPY,180362556,HISTORICAL_PRICES,SPY,,1648509753000,0.06566869086287236,0.06566869086287236,152.61,150.92,152.61,150.77,180362556,95.3154,94.2599,95.3154,94.1662,180362556,"Jul 10, 07",-2.0800000000000125,-0.0136
2007-07-11,151.99,152.05,150.52,150.55,SPY,175608117,HISTORICAL_PRICES,SPY,,1648509628000,0.07322412088688042,0.07322412088688042,150.55,151.99,152.05,150.52,175608117,94.0288,94.9282,94.9656,94.01,175608117,"Jul 11, 07",1.0700000000000216,0.0071
2007-07-12,154.39,154.75,152.34,152.44,SPY,133882744,HISTORICAL_PRICES,SPY,,1648509720000,0.09017087981923444,0.09017087981923444,152.44,154.39,154.75,152.34,133882744,95.2092,96.4271,96.652,95.1468,133882744,"Jul 12, 07",2.3999999999999773,0.0158
2007-07-13,154.85,155.46,154.39,154.35,SPY,111794261,HISTORICAL_PRICES,SPY,,1648509398000,0.09341900861460238,0.09341900861460238,154.35,154.85,155.46,154.39,111794261,96.4021,96.7144,97.0954,96.4271,111794261,"Jul 13, 07",0.46000000000000796,0.003
2007-07-16,154.83,155.53,154.58,154.81,SPY,98382696,HISTORICAL_PRICES,SPY,,1648509495000,0.09327778562349956,0.09327778562349956,154.81,154.83,155.53,154.58,98382696,96.6894,96.7019,97.1391,96.5458,98382696,"Jul 16, 07",-0.01999999999998181,-0.0001
2007-07-17,154.75,156,154.68,154.89,SPY,126201238,HISTORICAL_PRICES,SPY,,1648509445000,0.09271289365908766,0.09271289365908766,154.89,154.75,156,154.68,126201238,96.7394,96.652,97.4327,96.6082,126201238,"Jul 17, 07",-0.0800000000000125,-0.0005
2007-07-18,154.47,154.8,153.3,154.2,SPY,237889754,HISTORICAL_PRICES,SPY,,1648509628000,0.09073577178364634,0.09073577178364634,154.2,154.47,154.8,153.3,237889754,96.3085,96.4771,96.6832,95.7463,237889754,"Jul 18, 07",-0.28000000000000114,-0.0018
2007-07-19,155.07,155.53,154.75,154.61,SPY,145249637,HISTORICAL_PRICES,SPY,,1648509530000,0.09497246151673484,0.09497246151673484,154.61,155.07,155.53,154.75,145249637,96.5645,96.8518,97.1391,96.652,145249637,"Jul 19, 07",0.5999999999999943,0.0039
2007-07-20,153.5,155.2484,152.29,154.67,SPY,245504494,HISTORICAL_PRICES,SPY,,1648509720000,0.0838864567151532,0.0838864567151532,154.67,153.5,155.2484,152.29,245504494,96.602,95.8713,96.9633,95.1155,245504494,"Jul 20, 07",-1.5699999999999932,-0.0101
2007-07-23,153.97,154.72,153.3,153.94,SPY,121183836,HISTORICAL_PRICES,SPY,,1648509495000,0.08720519700607254,0.08720519700607254,153.94,153.97,154.72,153.3,121183836,96.1461,96.1648,96.6332,95.7463,121183836,"Jul 23, 07",0.46999999999999886,0.0031
2007-07-24,151.3,154.28,150.76,153.71,SPY,256875406,HISTORICAL_PRICES,SPY,,1648509704000,0.0683519276938286,0.0683519276938286,153.71,151.3,154.28,150.76,256875406,96.0024,94.4972,96.3584,94.1599,256875406,"Jul 24, 07",-2.6699999999999875,-0.0173
2007-07-25,151.61,152.39,150.25,151.85,SPY,265214482,HISTORICAL_PRICES,SPY,,1648509614000,0.07054088405592436,0.07054088405592436,151.85,151.61,152.39,150.25,265214482,94.8407,94.6908,95.178,93.8414,265214482,"Jul 25, 07",0.3100000000000023,0.002
2007-07-26,148.02,150.8,146.39,150.48,SPY,467592493,HISTORICAL_PRICES,SPY,,1648509672000,0.04519135715294454,0.04519135715294454,150.48,148.02,150.8,146.39,467592493,93.9851,92.4486,94.1849,91.4306,467592493,"Jul 26, 07",-3.5900000000000034,-0.0237
2007-07-27,145.11,148.87,145.05,147.33,SPY,422987635,HISTORICAL_PRICES,SPY,,1648509628000,0.02464341194746511,0.02464341194746511,147.33,145.11,148.87,145.05,422987635,92.0177,90.6311,92.9795,90.5937,422987635,"Jul 27, 07",-2.9099999999999966,-0.0197
2007-07-30,147.38,147.81,145.29,145.35,SPY,283017522,HISTORICAL_PRICES,SPY,,1648509445000,0.04067222143764999,0.04067222143764999,145.35,147.38,147.81,145.29,283017522,90.781,92.0489,92.3175,90.7435,283017522,"Jul 30, 07",2.269999999999982,0.0156
2007-07-31,145.72,149.46,145.04,148.58,SPY,316976706,HISTORICAL_PRICES,SPY,,1648509445000,0.02895071317610503,0.02895071317610503,148.58,145.72,149.46,145.04,316976706,92.7984,91.0121,93.348,90.5874,316976706,"Jul 31, 07",-1.6599999999999966,-0.0113
2007-08-01,146.43,147.01,143.95,144.66,SPY,467669944,HISTORICAL_PRICES,SPY,,1648509583000,0.033964129360259866,0.033964129360259866,144.66,146.43,147.01,143.95,467669944,90.3501,91.4556,91.8178,89.9066,467669944,"Aug 1, 07",0.710000000000008,0.0049
2007-08-02,147.6,147.76,145.26,146.88,SPY,294758353,HISTORICAL_PRICES,SPY,,1648509780000,0.04222567433978244,0.04222567433978244,146.88,147.6,147.76,145.26,294758353,91.7366,92.1863,92.2862,90.7248,294758353,"Aug 2, 07",1.1699999999999875,0.008
2007-08-03,143.8,147.58,143.2,147.6,SPY,359398213,HISTORICAL_PRICES,SPY,,1648509483000,0.015393306030221768,0.015393306030221768,147.6,143.8,147.58,143.2,359398213,92.1863,89.8129,92.1738,89.4382,359398213,"Aug 3, 07",-3.799999999999983,-0.0257
2007-08-06,146.21,146.83,142.53,144.49,SPY,324979665,HISTORICAL_PRICES,SPY,,1648509483000,0.0324106764581274,0.0324106764581274,144.49,146.21,146.83,142.53,324979665,90.2439,91.3182,91.7054,89.0197,324979665,"Aug 6, 07",2.4099999999999966,0.0168
2007-08-07,147.77,149,145.23,146.4,SPY,280693465,HISTORICAL_PRICES,SPY,,1648509614000,0.043426069764157645,0.043426069764157645,146.4,147.77,149,145.23,280693465,91.4368,92.2925,93.0607,90.7061,280693465,"Aug 7, 07",1.5600000000000023,0.0107
2007-08-08,149.83,150.59,147.34,148.56,SPY,274930582,HISTORICAL_PRICES,SPY,,1648509780000,0.05797203784776167,0.05797203784776167,148.56,149.83,150.59,147.34,274930582,92.7859,93.5791,94.0538,92.0239,274930582,"Aug 8, 07",2.0600000000000023,0.0139
2007-08-09,145.39,149.95,145.29,147.35,SPY,358182347,HISTORICAL_PRICES,SPY,,1648509375000,0.02662053382290624,0.02662053382290624,147.35,145.39,149.95,145.29,358182347,92.0302,90.806,93.654,90.7435,358182347,"Aug 9, 07",-4.440000000000026,-0.0296
2007-08-10,144.71,146.5,143.12,143,SPY,411018374,HISTORICAL_PRICES,SPY,,1648509375000,0.02181895212540604,0.02181895212540604,143,144.71,146.5,143.12,411018374,89.3133,90.3813,91.4993,89.3882,411018374,"Aug 10, 07",-0.6799999999999784,-0.0047
2007-08-13,145.23,146.89,145.02,146.05,SPY,181987405,HISTORICAL_PRICES,SPY,,1648509483000,0.02549074989408265,0.02549074989408265,146.05,145.23,146.89,145.02,181987405,91.2182,90.7061,91.7429,90.5749,181987405,"Aug 13, 07",0.5199999999999818,0.0036
2007-08-14,143.01,146.06,142.72,144.76,SPY,264134492,HISTORICAL_PRICES,SPY,,1648509753000,0.009814997881655036,0.009814997881655036,144.76,143.01,146.06,142.72,264134492,90.4125,89.3195,91.2245,89.1384,264134492,"Aug 14, 07",-2.219999999999999,-0.0153
2007-08-15,141.04,144.46,140.62,142.24,SPY,323833925,HISTORICAL_PRICES,SPY,,1648509616000,-0.004095466741985684,-0.004095466741985684,142.24,141.04,144.46,140.62,323833925,88.8386,88.0891,90.2252,87.8268,323833925,"Aug 15, 07",-1.9699999999999989,-0.0138
2007-08-16,142.1,142.94,137,139.4,SPY,546743619,HISTORICAL_PRICES,SPY,,1648509672000,0.003389351786470765,0.003389351786470765,139.4,142.1,142.94,137,546743619,87.0648,88.7512,89.2758,85.5659,546743619,"Aug 16, 07",1.0600000000000023,0.0075
2007-08-17,144.71,148.35,141.386,140.86,SPY,388218015,HISTORICAL_PRICES,SPY,,1648509628000,0.02181895212540604,0.02181895212540604,140.86,144.71,148.35,141.386,388218015,87.9767,90.3813,92.6547,88.3052,388218015,"Aug 17, 07",2.6100000000000136,0.0184
2007-08-20,144.64,145.47,143.29,145.2,SPY,187320336,HISTORICAL_PRICES,SPY,,1648509628000,0.021324671656545557,0.021324671656545557,145.2,144.64,145.47,143.29,187320336,90.6873,90.3376,90.856,89.4944,187320336,"Aug 20, 07",-0.0700000000000216,-0.0005
2007-08-21,144.93,145.97,144.14,145.41,SPY,157066342,HISTORICAL_PRICES,SPY,,1648509704000,0.023372405027538498,0.023372405027538498,145.41,144.93,145.97,144.14,157066342,90.8185,90.5187,91.1683,90.0253,157066342,"Aug 21, 07",0.29000000000002046,0.002
2007-08-22,146.65,146.8,145.33,145.82,SPY,173156672,HISTORICAL_PRICES,SPY,,1648509704000,0.03551758226239232,0.03551758226239232,145.82,146.65,146.8,145.33,173156672,91.0746,91.593,91.6866,90.7685,173156672,"Aug 22, 07",1.7199999999999989,0.0119
2007-08-23,146.52,147.65,145.61,147.69,SPY,203915272,HISTORICAL_PRICES,SPY,,1648509392000,0.03459963282022317,0.03459963282022317,147.69,146.52,147.65,145.61,203915272,92.2425,91.5118,92.2175,90.9434,203915272,"Aug 23, 07",-0.12999999999999545,-0.0009
2007-08-24,148.33,148.33,146.28,146.32,SPY,128901846,HISTORICAL_PRICES,SPY,,1648509720000,0.0473803135150403,0.0473803135150403,146.32,148.33,148.33,146.28,128901846,91.3869,92.6422,92.6422,91.3619,128901846,"Aug 24, 07",1.8100000000000023,0.0124
2007-08-27,146.95,148.33,146.73,148.04,SPY,113024247,HISTORICAL_PRICES,SPY,,1648509616000,0.03763592712893648,0.03763592712893648,148.04,146.95,148.33,146.73,113024247,92.4611,91.7803,92.6422,91.6429,113024247,"Aug 27, 07",-1.3800000000000239,-0.0093
2007-08-28,143.72,146.25,143.46,146.39,SPY,219790628,HISTORICAL_PRICES,SPY,,1648509628000,0.014828414065809873,0.014828414065809873,146.39,143.72,146.25,143.46,219790628,91.4306,89.763,91.3431,89.6006,219790628,"Aug 28, 07",-3.2299999999999898,-0.022
2007-08-29,146.54,146.74,143.96,144.58,SPY,207654197,HISTORICAL_PRICES,SPY,,1648509704000,0.034740855811325994,0.034740855811325994,144.58,146.54,146.74,143.96,207654197,90.3001,91.5243,91.6492,89.9129,207654197,"Aug 29, 07",2.819999999999993,0.0196
2007-08-30,146.15,147.19,145.31,146.55,SPY,191817206,HISTORICAL_PRICES,SPY,,1648509780000,0.03198700748481854,0.03198700748481854,146.55,146.15,147.19,145.31,191817206,91.5305,91.2807,91.9302,90.756,191817206,"Aug 30, 07",-0.38999999999998636,-0.0027
2007-08-31,147.59,148.5,146.83,147.96,SPY,185477406,HISTORICAL_PRICES,SPY,,1648509495000,0.04215506284423103,0.04215506284423103,147.96,147.59,148.5,146.83,185477406,92.4111,92.1801,92.7484,91.7054,185477406,"Aug 31, 07",1.4399999999999977,0.0099
2007-09-04,149.08,149.98,147.4,147.42,SPY,120061971,HISTORICAL_PRICES,SPY,,1648509483000,0.05267617568140099,0.05267617568140099,147.42,149.08,149.98,147.4,120061971,92.0739,93.1107,93.6728,92.0614,120061971,"Sep 4, 07",1.490000000000009,0.0101
2007-09-05,147.79,148.36,147,148.07,SPY,166261708,HISTORICAL_PRICES,SPY,,1648509583000,0.043567292755260466,0.043567292755260466,148.07,147.79,148.36,147,166261708,92.4798,92.305,92.661,91.8116,166261708,"Sep 5, 07",-1.2900000000000205,-0.0087
2007-09-06,148.13,148.61,147.12,148.25,SPY,127878356,HISTORICAL_PRICES,SPY,,1648509628000,0.04596808360401067,0.04596808360401067,148.25,148.13,148.61,147.12,127878356,92.5923,92.5173,92.8171,91.8865,127878356,"Sep 6, 07",0.3400000000000034,0.0023
2007-09-07,146.07,146.89,145.26,147.59,SPY,235447578,HISTORICAL_PRICES,SPY,,1648509672000,0.03142211552040664,0.03142211552040664,147.59,146.07,146.89,145.26,235447578,92.1801,91.2307,91.7429,90.7248,235447578,"Sep 7, 07",-2.0600000000000023,-0.0139
2007-09-10,145.79,146.72,144.33,145.93,SPY,192374772,HISTORICAL_PRICES,SPY,,1648509392000,0.02944499364496531,0.02944499364496531,145.93,145.79,146.72,144.33,192374772,91.1433,91.0558,91.6367,90.144,192374772,"Sep 10, 07",-0.28000000000000114,-0.0019
2007-09-11,147.49,147.7,146.13,146.26,SPY,162081875,HISTORICAL_PRICES,SPY,,1648509483000,0.041448947888716316,0.041448947888716316,146.26,147.49,147.7,146.13,162081875,91.3494,92.1176,92.2488,91.2682,162081875,"Sep 11, 07",1.700000000000017,0.0117
2007-09-12,147.87,148.44,146.98,148,SPY,149591913,HISTORICAL_PRICES,SPY,,1648509495000,0.04413218471967236,0.04413218471967236,148,147.87,148.44,146.98,149591913,92.4361,92.3549,92.7109,91.7991,149591913,"Sep 12, 07",0.37999999999999545,0.0026
2007-09-13,148.91,149.45,148.2,147.88,SPY,154078942,HISTORICAL_PRICES,SPY,,1648509555000,0.05147578025702579,0.05147578025702579,147.88,148.91,149.45,148.2,154078942,92.3612,93.0045,93.3418,92.561,154078942,"Sep 13, 07",1.039999999999992,0.007
2007-09-14,148.9,149.09,147.74,148.11,SPY,121910941,HISTORICAL_PRICES,SPY,,1648509720000,0.05140516876147438,0.05140516876147438,148.11,148.9,149.09,147.74,121910941,92.5048,92.9982,93.1169,92.2737,121910941,"Sep 14, 07",-0.009999999999990905,-0.0001
2007-09-17,148.1,148.8905,147.63,148.14,SPY,109870775,HISTORICAL_PRICES,SPY,,1648509530000,0.045756249117356235,0.045756249117356235,148.14,148.1,148.8905,147.63,109870775,92.5236,92.4986,92.9923,92.205,109870775,"Sep 17, 07",-0.8000000000000114,-0.0054
2007-09-18,152.46,152.5,148.1341,148.2,SPY,263759497,HISTORICAL_PRICES,SPY,,1648509704000,0.07654286117779976,0.07654286117779976,148.2,152.46,152.5,148.1341,263759497,92.561,95.2217,95.2467,92.5199,263759497,"Sep 18, 07",4.360000000000014,0.0294
